brier,condition,corpus_id,downstream_version,feasible,model_id,positive_rate_train,pr_auc,reason,retention,roc_auc,seed,subgroup_auc,subgroup_auc_gap,subgroup_representation_shift,train_rows,train_rows_ungated
0.0844641673635189,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11651789240856308,0.436684651940557,,1.0,0.790031291039063,1,"{'age_band': {'30-39': 0.7563558106169297, '40-49': 0.7781442108421545, '50-59': 0.7876706373358838, '60+': 0.6628220197864629, '<30': 0.7961869931454602}, 'job': {'admin.': 0.8046350208291766, 'blue-collar': 0.6995023874671388, 'entrepreneur': 0.7104140237573522, 'housemaid': 0.8392448512585813, 'management': 0.8134411081899666, 'retired': 0.8077311333890281, 'self-employed': 0.7942813086618397, 'services': 0.7444399350649351, 'student': 0.7195935996858741, 'technician': 0.7843303622193258, 'unemployed': 0.7904986258343148}, 'marital': {'divorced': 0.7402122123073632, 'married': 0.7942164542684367, 'single': 0.7899878049635201}}","{'age_band': 0.13336497335899722, 'job': 0.1397424637914425, 'marital': 0.05400424196107345}","{'age_band': 0.0, 'job': 0.0, 'marital': 0.0}",25318,25318
0.0844641673635189,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11651789240856308,0.436684651940557,,1.0,0.790031291039063,2,"{'age_band': {'30-39': 0.7563558106169297, '40-49': 0.7781442108421545, '50-59': 0.7876706373358838, '60+': 0.6628220197864629, '<30': 0.7961869931454602}, 'job': {'admin.': 0.8046350208291766, 'blue-collar': 0.6995023874671388, 'entrepreneur': 0.7104140237573522, 'housemaid': 0.8392448512585813, 'management': 0.8134411081899666, 'retired': 0.8077311333890281, 'self-employed': 0.7942813086618397, 'services': 0.7444399350649351, 'student': 0.7195935996858741, 'technician': 0.7843303622193258, 'unemployed': 0.7904986258343148}, 'marital': {'divorced': 0.7402122123073632, 'married': 0.7942164542684367, 'single': 0.7899878049635201}}","{'age_band': 0.13336497335899722, 'job': 0.1397424637914425, 'marital': 0.05400424196107345}","{'age_band': 0.0, 'job': 0.0, 'marital': 0.0}",25318,25318
0.08415317967752715,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.1141149804244797,0.4349038773305265,,0.95840903704874,0.7935389759775866,3,"{'age_band': {'30-39': 0.7566949263075518, '40-49': 0.7884269176825226, '50-59': 0.7966127945396053, '60+': 0.6627975315897736, '<30': 0.7974001980080178}, 'job': {'admin.': 0.800614294438096, 'blue-collar': 0.7106188636729438, 'entrepreneur': 0.776842348056741, 'housemaid': 0.8453470633104501, 'management': 0.817453838230094, 'retired': 0.8090886939571151, 'self-employed': 0.7700120675784393, 'services': 0.7524756493506495, 'student': 0.7329439481692352, 'technician': 0.782556149389595, 'unemployed': 0.7728307813113467}, 'marital': {'divorced': 0.7508703556279037, 'married': 0.7998202046030771, 'single': 0.7896194132365207}}","{'age_band': 0.13460266641824414, 'job': 0.13472819963750626, 'marital': 0.048949848975173404}","{'age_band': 0.004065334891142842, 'job': 0.0028367750712889484, 'marital': 0.00387955541388256}",24265,25318
0.08379682969991512,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,4,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.08962630710999818,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.14741388858123824,0.391523799635528,,0.713247491902994,0.7452747584098636,5,"{'age_band': {'30-39': 0.705856846803762, '40-49': 0.7109285051391728, '50-59': 0.7321034583949222, '60+': 0.648080125379567, '<30': 0.7711803658279277}, 'job': {'admin.': 0.751265168417043, 'blue-collar': 0.6422447556199367, 'entrepreneur': 0.6391419674777996, 'housemaid': 0.7008009153318077, 'management': 0.7725258675030364, 'retired': 0.7830426761347812, 'self-employed': 0.767565030839367, 'services': 0.6985727813852813, 'student': 0.7154216157848238, 'technician': 0.7454740807478226, 'unemployed': 0.6928543384373773}, 'marital': {'divorced': 0.6861759009517472, 'married': 0.7501764243870175, 'single': 0.7441420896965959}}","{'age_band': 0.12310024044836065, 'job': 0.14390070865698157, 'marital': 0.0640005234352703}","{'age_band': 0.010636216901257453, 'job': 0.04714648783653126, 'marital': 0.00901144814195573}",18058,25318
0.0844641673635189,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11651789240856308,0.436684651940557,,1.0,0.790031291039063,6,"{'age_band': {'30-39': 0.7563558106169297, '40-49': 0.7781442108421545, '50-59': 0.7876706373358838, '60+': 0.6628220197864629, '<30': 0.7961869931454602}, 'job': {'admin.': 0.8046350208291766, 'blue-collar': 0.6995023874671388, 'entrepreneur': 0.7104140237573522, 'housemaid': 0.8392448512585813, 'management': 0.8134411081899666, 'retired': 0.8077311333890281, 'self-employed': 0.7942813086618397, 'services': 0.7444399350649351, 'student': 0.7195935996858741, 'technician': 0.7843303622193258, 'unemployed': 0.7904986258343148}, 'marital': {'divorced': 0.7402122123073632, 'married': 0.7942164542684367, 'single': 0.7899878049635201}}","{'age_band': 0.13336497335899722, 'job': 0.1397424637914425, 'marital': 0.05400424196107345}","{'age_band': 0.0, 'job': 0.0, 'marital': 0.0}",25318,25318
0.08448665636037597,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11409727947238252,0.4277532623305623,,0.9582115490955052,0.7919338835762992,7,"{'age_band': {'30-39': 0.7570586786081764, '40-49': 0.7846466775055649, '50-59': 0.7923061038170593, '60+': 0.6612302870016652, '<30': 0.7972500689782029}, 'job': {'admin.': 0.7912698844570206, 'blue-collar': 0.7129406084017383, 'entrepreneur': 0.7654249798177835, 'housemaid': 0.8142639206712433, 'management': 0.8162477130513659, 'retired': 0.8081227373990532, 'self-employed': 0.7892196299275945, 'services': 0.7374594155844155, 'student': 0.7399626975557083, 'technician': 0.7836655791048172, 'unemployed': 0.7547703180212014}, 'marital': {'divorced': 0.7424282030869405, 'married': 0.7980600207083353, 'single': 0.7876092472017998}}","{'age_band': 0.13601978197653775, 'job': 0.10330710464962756, 'marital': 0.0556318176213948}","{'age_band': 0.004071153102364809, 'job': 0.002821121110293214, 'marital': 0.00379837225642346}",24260,25318
0.08379682969991512,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11652441915599811,0.44690361209759044,,0.9996050240935302,0.7911883626445657,8,"{'age_band': {'30-39': 0.7556112053099141, '40-49': 0.7829091974796074, '50-59': 0.7928074189200938, '60+': 0.6841757272994415, '<30': 0.7956243474121002}, 'job': {'admin.': 0.8022074694817798, 'blue-collar': 0.6945906432748539, 'entrepreneur': 0.7077038403874987, 'housemaid': 0.8451563691838292, 'management': 0.8203450025367833, 'retired': 0.8186960456697299, 'self-employed': 0.8062483239474391, 'services': 0.7471455627705628, 'student': 0.7367232747619514, 'technician': 0.7736661330907458, 'unemployed': 0.7749509226541029}, 'marital': {'divorced': 0.7433906441225746, 'married': 0.796567426103526, 'single': 0.7889733040839355}}","{'age_band': 0.11144862011265866, 'job': 0.15056572590897532, 'marital': 0.05317678198095144}","{'age_band': 5.141803467105174e-05, 'job': 0.00016373365062255464, 'marital': 0.0001176624922576211}",25308,25318
0.09613097461962394,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.2541907117339929,0.3195536380158967,,0.14373173236432576,0.6709079871846596,9,"{'age_band': {'30-39': 0.6380432734808632, '40-49': 0.6752255584009602, '50-59': 0.6907904747413268, '60+': 0.6346850817905769, '<30': 0.6291812963574099}, 'job': {'admin.': 0.6752008851644266, 'blue-collar': 0.6375932185203068, 'entrepreneur': 0.5529927344020298, 'housemaid': 0.5116323417238748, 'management': 0.6941162000522731, 'retired': 0.704469507101086, 'self-employed': 0.6839635290962724, 'services': 0.6831709956709957, 'student': 0.5981152449199961, 'technician': 0.6450641311605422, 'unemployed': 0.6782096584216726}, 'marital': {'divorced': 0.6443126863986881, 'married': 0.6782952975149998, 'single': 0.649119364176029}}","{'age_band': 0.061609178383916885, 'job': 0.19283716537721118, 'marital': 0.033982611116311734}","{'age_band': 0.054170256345332984, 'job': 0.06310910706334796, 'marital': 0.024069032888196937}",3639,25318
0.0844641673635189,A2,bank_marketing,1.0.0,True,claude-haiku-4-5-20251001,0.11651789240856308,0.436684651940557,,1.0,0.790031291039063,10,"{'age_band': {'30-39': 0.7563558106169297, '40-49': 0.7781442108421545, '50-59': 0.7876706373358838, '60+': 0.6628220197864629, '<30': 0.7961869931454602}, 'job': {'admin.': 0.8046350208291766, 'blue-collar': 0.6995023874671388, 'entrepreneur': 0.7104140237573522, 'housemaid': 0.8392448512585813, 'management': 0.8134411081899666, 'retired': 0.8077311333890281, 'self-employed': 0.7942813086618397, 'services': 0.7444399350649351, 'student': 0.7195935996858741, 'technician': 0.7843303622193258, 'unemployed': 0.7904986258343148}, 'marital': {'divorced': 0.7402122123073632, 'married': 0.7942164542684367, 'single': 0.7899878049635201}}","{'age_band': 0.13336497335899722, 'job': 0.1397424637914425, 'marital': 0.05400424196107345}","{'age_band': 0.0, 'job': 0.0, 'marital': 0.0}",25318,25318
